Time_ms,Accel_X_G,Accel_Y_G,Accel_Z_G
640,-0.0859,-0.0388,1.0776
650,0.0070,-0.0763,1.0639
660,-0.0924,0.0089,1.0317
670,-0.0783,0.0970,1.0252
680,-0.0922,0.0730,1.0338
690,0.0822,-0.0800,0.9650
700,0.0669,0.0913,0.9661
710,-0.0139,-0.0943,1.0167
720,-0.0447,-0.0222,1.0865
730,0.0030,-0.0517,0.9538
740,0.0027,0.0418,0.9884
750,0.0501,-0.0351,0.9042
760,0.0820,-0.0311,0.9381
770,-0.0259,0.0393,0.9976
780,0.0748,0.0869,1.0548
790,0.0686,-0.0498,0.9601
800,-0.0891,0.0350,0.9063
810,0.0682,-0.0715,0.9416
820,-0.0942,0.0125,1.0568
830,-0.0899,0.0321,1.0089
840,-0.0549,0.0944,0.9235
850,-0.0260,0.0324,1.0029
860,-0.0910,0.0311,0.9798
870,0.0981,-0.0195,0.9840
880,0.0311,0.0031,0.9509
890,-0.0978,0.0438,1.0613
900,-0.0994,0.0350,0.9166
910,0.0102,0.0027,0.9777
920,-0.0661,0.0323,1.0108
930,-0.0367,0.0118,1.0559
940,0.0505,0.0517,1.0609
950,0.0666,0.0885,1.0380
960,-0.0101,0.0420,1.0651
970,0.0424,0.0636,1.0637
980,-0.0312,-0.0638,0.9863
990,0.0882,-0.0703,1.0102
1000,-0.0796,-0.0834,0.9560
1010,0.0876,0.0034,0.9752
1020,-0.0782,0.0103,0.9056
1030,0.0028,0.0527,0.9464
1040,0.0781,-0.0629,1.0309
1050,-0.0171,0.0016,1.0813
1060,-0.0363,-0.0080,0.9671
1070,0.0714,0.0324,1.0941
1080,-0.0114,-0.0910,1.0922
1090,0.0073,0.0989,1.0041
1100,-0.0797,-0.0480,0.9002
1110,-0.0966,0.0159,1.0598
1120,-0.0433,0.0534,1.0524
1130,-0.0167,0.0296,1.0302
1140,0.0166,0.0881,0.9275
1150,0.0309,0.0840,1.0649
1160,0.0620,0.0035,1.0740
1170,-0.0397,0.0807,0.9832
1180,-0.0066,-0.0105,1.0353
1190,-0.0366,-0.0778,1.0096
1200,-0.0833,0.0463,1.0463
1210,-0.0812,-0.0402,1.0766
1220,-0.0331,0.0340,0.9356
1230,0.0620,-0.0283,0.9334
1240,-0.0002,-0.0470,1.0245
1250,0.0013,0.0569,0.9384
1260,0.0479,-0.0469,1.0108
1270,-0.0181,-0.0448,0.9589
1280,-0.0960,0.0805,0.9108
1290,-0.0899,0.0026,1.0217
1300,-0.0312,-0.0422,0.9860
1310,-0.0273,0.0338,1.0324
1320,0.0733,-0.0423,1.0453
1330,0.0693,0.0103,1.0932
1340,-0.0175,0.0690,1.0170
1350,0.0582,0.0181,0.9542
1360,0.0556,-0.0549,0.9305
1370,0.0886,0.0455,1.0656
1380,-0.0065,0.0742,1.0611
1390,-0.0239,-0.0640,1.0653
1400,0.0833,0.0925,1.0739
1410,0.0231,-0.0898,1.0007
1420,-0.0675,0.0476,0.9540
1430,0.0853,0.0094,1.0860
1440,-0.0639,-0.0563,1.0994
1450,-0.0752,0.0372,1.0707
1460,-0.0927,-0.0878,1.0324
1470,-0.0728,-0.0374,1.0981
1480,-0.0694,0.0629,1.0560
1490,0.0635,0.0289,0.9912
1500,0.0322,0.0672,0.9227
1510,-0.0228,0.0328,0.9998
1520,0.0102,-0.0926,0.9575
1530,-0.0561,0.0014,0.9930
1540,-0.0350,-0.0805,1.0346
1550,0.0906,-0.0323,1.0731
1560,0.0675,0.0710,0.9976
1570,-0.0491,-0.0842,0.9559
1580,-0.0183,-0.0755,1.0678
1590,-0.0858,0.0956,0.9456
1600,-0.0121,-0.0285,1.0515
1610,-0.0877,-0.0517,0.9258
1620,0.0644,-0.0855,0.9024
1630,0.0539,-0.0345,1.0490
1640,0.0341,-0.0087,1.0933
1650,0.0645,0.0907,1.0378
1660,0.0652,-0.0530,1.0442
1670,0.0202,0.0332,0.9054
1680,-0.0642,-0.0188,0.9542
1690,-0.0239,-0.0454,1.0956
1700,0.0088,-0.0379,1.0838
1710,0.0081,-0.0255,1.0818
1720,0.0308,-0.0483,0.9208
1730,0.0098,0.0187,0.9229
1740,-0.0950,0.0514,0.9784
1750,0.0099,0.0873,1.0858
1760,-0.0749,0.0991,1.0312
1770,-0.0166,0.0763,0.9903
1780,0.0781,0.0950,0.9722
1790,0.0907,-0.0631,0.9691
1800,0.0123,-0.0989,0.9132
1810,0.0345,0.0381,0.9017
1820,-0.0423,0.0006,0.9073
1830,0.0235,-0.0084,1.0472
1840,0.0826,-0.0623,1.0804
1850,0.0358,-0.0809,0.9313
1860,0.0800,0.0529,1.0854
1870,-0.0181,-0.0902,1.0600
1880,0.0744,0.0297,1.0285
1890,-0.0979,-0.0132,1.0521
1900,0.0930,-0.0900,0.9513
1910,0.0344,-0.0963,1.0518
1920,0.0641,0.0937,0.9903
1930,-0.0551,-0.0896,0.9518
1940,-0.0206,-0.0361,0.9125
1950,-0.0491,-0.0675,0.9292
1960,0.0921,0.0522,0.9284
1970,0.0760,0.0877,1.0437
1980,0.0006,0.0474,0.9102
1990,0.0956,0.0618,1.0320
2000,0.0044,-0.0720,1.0693
2010,-0.0835,-0.0581,1.1000
2020,-0.0075,0.0040,1.0602
2030,0.0187,-0.0227,0.9974
2040,0.0606,0.0419,0.9308
2050,-0.0871,-0.0255,1.0823
2060,0.0580,0.0643,1.0392
2070,0.0650,-0.0446,1.0332
2080,0.0600,-0.0901,0.9296
2090,-0.0740,0.0842,0.9865
2100,0.0471,-0.0345,1.0166
2110,-0.0390,0.0948,1.0833
2120,0.0144,-0.0951,0.9756
2130,0.0370,-0.0161,1.0179
2140,-0.0976,0.0409,0.9381
2150,-0.0448,0.0919,1.0987
2160,0.0443,0.0623,0.9891
2170,0.0234,0.0577,1.0376
2180,0.0311,-0.0706,0.9376
2190,-0.0018,0.0516,1.0304
2200,0.0343,-0.0285,0.9401
2210,0.0759,0.0465,1.0405
2220,-0.0225,-0.0579,1.0483
2230,0.0344,-0.0226,1.0403
2240,-0.0467,-0.0003,0.9016
2250,-0.0952,-0.0096,0.9483
2260,0.0144,-0.0819,1.0971
2270,-0.0342,-0.0410,1.0581
2280,0.0410,0.0014,0.9680
2290,-0.0054,-0.0368,0.9360
2300,0.0428,0.0305,0.9997
2310,0.0487,0.0508,1.0687
2320,-0.0295,-0.0996,0.9822
2330,-0.0879,0.0807,1.0652
2340,0.0197,0.0013,0.9622
2350,-0.0855,-0.0064,1.0521
2360,-0.0848,0.0263,0.9924
2370,0.0589,0.0521,1.0140
2380,-0.0831,-0.0037,0.9963
2390,-0.0722,0.0993,0.9256
2400,0.0994,0.0936,1.0929
2410,0.0504,0.0761,1.0037
2420,-0.0305,0.0741,0.9385
2430,0.0264,-0.0942,0.9836
2440,-0.0662,0.0410,1.0704
2450,0.0466,0.0554,1.0047
2460,-0.0819,-0.0411,0.9845
2470,-0.0090,-0.0429,0.9816
2480,-0.0512,-0.0025,0.9885
2490,-0.0004,0.0093,1.0885
2500,-0.0556,0.0776,1.0899
2510,0.0237,0.0345,1.0248
2520,0.0530,-0.0044,1.0474
2530,-0.0054,-0.0113,0.9744
2540,0.0697,-0.0287,1.0178
2550,-0.0756,-0.0312,0.9300
2560,0.0857,-0.0432,1.0784
2570,0.0971,-0.0726,1.0165
2580,0.0719,0.0655,0.9332
2590,0.0380,0.0541,1.0954
2600,-0.0918,0.0605,1.0449
2610,0.0899,-0.0126,1.0707
2620,-0.0668,-0.0120,1.0072
2630,0.0558,0.0920,1.0452
2640,-0.0412,-0.0775,0.9261
2650,0.0804,-0.0934,0.9484
2660,0.0416,0.0665,1.0442
2670,-0.0649,-0.0270,0.9947
2680,-0.0440,0.0422,1.0894
2690,0.0933,0.0861,1.0501
2700,-0.0821,0.0599,0.9147
2710,0.0050,-0.0392,0.9620
2720,-0.0419,-0.0673,0.9212
2730,0.0765,-0.0652,0.9176
2740,-0.0191,0.0958,0.9642
2750,0.0341,0.0450,0.9630
2760,-0.0130,0.0347,1.0238
2770,0.0546,-0.0463,1.0146
2780,-0.0178,0.0297,0.9406
2790,-0.0785,0.0379,0.9651
2800,-0.0583,-0.0495,0.9425
2810,-0.0262,0.0079,0.9380
2820,-0.0835,-0.0130,0.9901
2830,0.0840,0.0588,0.9010
2840,-0.0557,-0.0111,1.0670
2850,0.0659,-0.0594,0.9613
2860,0.0576,-0.0345,0.9591
2870,-0.0571,-0.0875,1.0914
2880,-0.0845,-0.0096,0.9239
2890,-0.0548,-0.0786,1.0523
2900,-0.0540,0.0293,1.0545
2910,-0.0805,-0.0032,0.9052
2920,-0.0518,0.0885,0.9193
2930,-0.0474,0.0590,1.0164
2940,0.0626,-0.0641,1.0111
2950,0.0318,-0.0663,1.0971
2960,-0.0840,0.0342,1.0050
2970,-0.0614,0.0816,0.9972
2980,0.0696,0.0134,0.9347
2990,0.0040,0.0039,0.9100
3000,-0.0389,-0.0103,0.9007
3010,0.0003,-0.0953,1.0870
3020,-0.0741,-0.0001,1.0298
3030,0.0426,-0.0101,1.0645
3040,-0.0537,0.0462,0.9867
3050,0.0450,0.0372,0.9586
3060,-0.0406,-0.0062,0.9389
3070,0.0869,-0.0508,0.9424
3080,-0.0462,-0.0909,0.9425
3090,-0.0481,-0.0299,0.9709
3100,-0.0324,-0.0382,1.0005
3110,-0.0459,0.0846,0.9706
3120,0.0088,-0.0383,0.9173
3130,0.0371,-0.0077,0.9658
3140,0.0273,-0.0276,1.0017
3150,0.0713,-0.0348,1.0599
3160,-0.0882,0.0379,0.9578
3170,0.0310,0.0653,1.0368
3180,0.0077,-0.0373,0.9157
3190,0.0867,0.0151,1.0815
3200,-0.0543,0.0978,0.9358
3210,-0.0371,0.0338,1.0703
3220,-0.0501,-0.0802,1.0679
3230,-0.0512,0.0366,1.0626
3240,0.0986,-0.0710,0.9526
3250,-0.0796,0.0948,1.0161
3260,-0.0528,-0.0228,0.9561
3270,0.0522,-0.0590,0.9773
3280,-0.0565,0.0984,1.0169
3290,-0.0016,0.0524,1.0858
3300,-0.0161,-0.0014,1.0084
3310,0.0855,0.0607,0.9857
3320,-0.0656,0.0920,1.0272
3330,0.0504,0.0748,1.0960
3340,0.0247,-0.0168,0.9736
3350,0.0566,-0.0871,1.0723
3360,-0.0589,0.0405,1.0730
3370,-0.0899,-0.0566,1.0285
3380,-0.0677,-0.0002,1.0872
3390,-0.0917,0.0212,1.0641
3400,-0.0493,-0.0829,0.9119
3410,-0.0560,-0.0735,0.9532
3420,0.0560,0.0661,0.9272
3430,-0.0166,-0.0229,1.0511
3440,-0.0098,-0.0365,1.0472
3450,-0.0564,0.0231,1.0052
3460,-0.0531,-0.0616,1.0091
3470,-0.0385,-0.0395,1.0214
3480,0.0629,0.0873,1.0961
3490,0.0603,0.0596,1.0227
3500,0.0226,-0.0807,0.9312
3510,0.0387,-0.0216,0.9544
3520,0.0687,0.0476,0.9745
3530,0.0461,-0.0374,0.9831
3540,-0.0471,0.0029,1.0397
3550,0.0233,0.0941,0.9437
3560,0.0396,0.0242,1.0223
3570,-0.0052,-0.0783,0.9511
3580,0.0337,-0.0750,0.9106
3590,0.0966,-0.0975,0.9841
3600,-0.0384,0.0052,0.9556
3610,-0.0454,-0.0592,0.9339
3620,-0.0926,0.0801,1.0882
3630,0.0071,0.0804,1.0745
3640,-0.0608,-0.0199,0.9139
3650,0.0121,-0.0758,0.9218
3660,0.0283,0.0247,1.0746
3670,0.0689,0.0855,0.9925
3680,0.0265,-0.0103,1.0828
3690,0.0521,-0.0950,1.0954
3700,0.0910,-0.0583,1.0589
3710,0.0757,-0.0863,0.9069
3720,0.0774,-0.0103,1.0361
3730,-0.0397,0.0487,0.9543
3740,0.0426,0.0424,1.0039
3750,0.0618,0.0680,1.0192
3760,0.0286,0.0078,0.9965
3770,-0.0822,-0.0237,0.9821
3780,0.0126,-0.0219,0.9461
3790,0.0860,0.0047,0.9780
3800,-0.0645,-0.0716,0.9693
3810,0.0886,0.0348,0.9197
3820,0.0363,-0.0298,0.9905
3830,-0.0612,-0.0274,1.0374
3840,-0.0374,0.0908,1.0324
3850,0.0059,0.0742,0.9239
3860,-0.0630,-0.0871,0.9968
3870,0.0936,0.0678,0.9715
3880,0.0471,0.0240,1.0964
3890,0.0371,0.0662,1.0563
3900,0.0391,-0.0694,1.0341
3910,-0.0340,0.0920,0.9004
3920,0.0402,0.0349,0.9038
3930,0.0856,0.0392,1.0665
3940,-0.0698,0.0772,0.9434
3950,-0.0444,0.0493,0.9844
3960,0.0585,0.0629,1.0871
3970,-0.0843,-0.0569,1.0354
3980,0.0461,0.0180,0.9782
3990,0.0661,0.0402,0.9956
4000,-0.0772,-0.0003,1.0849
4010,0.0118,-0.0876,1.0256
4020,0.0075,0.0979,1.0991
4030,0.0996,-0.0949,0.9538
4040,-0.0199,0.0049,1.0145
4050,0.0854,-0.0777,0.9055
4060,-0.0529,-0.0845,1.0927
4070,0.0742,0.0696,0.9512
4080,0.0963,-0.0602,1.0675
4090,0.0746,0.0539,0.9315
4100,0.0715,-0.0639,0.9322
4110,0.0485,0.0262,0.9961
4120,-0.0448,-0.0203,0.9347
4130,-0.0569,0.0614,1.0570
4140,-0.0195,0.0099,0.9763
4150,-0.0699,0.0928,0.9654
4160,0.0357,0.0436,1.0056
4170,0.0791,-0.0548,1.0111
4180,0.0931,0.0480,1.0874
4190,0.0577,0.0191,0.9354
4200,-0.0530,0.0397,1.0049
4210,-0.0346,-0.0705,1.0929
4220,-0.0477,0.0557,0.9438
4230,-0.0084,-0.0956,1.0719
4240,-0.0260,-0.0117,0.9187
4250,0.0199,0.0153,0.9933
4260,-0.0509,-0.0774,0.9211
4270,-0.0667,0.0650,1.0908
4280,-0.0273,0.0792,0.9494
4290,-0.0490,-0.0113,1.0040
4300,0.0331,0.0086,1.0793
4310,0.0033,0.0286,0.9581
4320,0.0674,-0.0473,0.9676
4330,0.0962,0.0727,0.9788
4340,0.0421,-0.0102,0.9606
4350,0.0010,-0.0599,1.0071
4360,-0.0924,-0.0473,0.9872
4370,-0.0072,-0.0373,1.0570
4380,0.0206,-0.0118,0.9025
4390,-0.0724,0.0352,0.9105
4400,-0.0537,0.0694,1.0640
4410,-0.0465,0.0462,0.9442
4420,0.0188,-0.0628,1.0845
4430,0.0058,-0.0617,1.0949
4440,0.0404,0.0698,1.0280
4450,0.0036,0.0409,1.0090
4460,0.0615,-0.0497,1.0099
4470,-0.0511,0.0665,1.0510
4480,0.0626,0.0485,1.0078
4490,-0.0512,-0.0713,0.9693
4500,-0.0782,0.0977,1.0355
4510,0.0108,-0.0607,1.0903
4520,-0.0644,-0.0560,1.0857
4530,-0.0694,0.0087,0.9461
4540,0.0935,-0.0661,0.9587
4550,-0.0665,0.0081,0.9748
4560,0.0419,-0.0604,1.0716
4570,0.0925,0.0548,1.0043
4580,0.0189,-0.0203,1.0855
4590,-0.0421,0.0868,1.0876
4600,-0.0926,0.0043,0.9217
4610,-0.0809,0.0304,0.9185
4620,-0.0934,-0.0995,1.0470
4630,0.0188,-0.0220,0.9260
4640,-0.0468,0.0908,0.9492
4650,0.0358,0.0008,0.9032
4660,-0.0298,0.0470,1.0656
4670,-0.0284,-0.0239,1.0915
4680,0.0083,0.0382,0.9095
4690,-0.0724,0.0243,0.9401
4700,-0.0363,-0.0836,1.0770
4710,-0.0365,-0.0041,0.9964
4720,-0.0768,0.0450,1.0536
4730,0.0220,0.0991,0.9814
4740,-0.0899,0.0623,0.9588
4750,0.0775,-0.0047,0.9751
4760,0.0410,-0.0789,0.9255
4770,-0.0157,0.0534,1.0013
4780,0.0070,-0.0314,1.0492
4790,0.0854,-0.0415,1.0790
4800,-0.0639,0.0863,1.0967
4810,-0.0595,-0.0729,0.9470
4820,0.0698,-0.0806,0.9610
4830,-0.0135,-0.0831,0.9281
4840,-0.0718,0.0235,1.0463
4850,-0.0903,0.0064,1.0199
4860,0.0836,0.0639,0.9434
4870,0.0847,0.0249,0.9545
4880,-0.0307,-0.0842,0.9299
4890,0.0884,0.0477,1.0422
4900,0.0128,0.0054,1.0655
4910,-0.0241,-0.0732,0.9504
4920,-0.0536,0.0108,1.0378
4930,0.0184,0.0003,0.9986
4940,0.0158,0.0780,1.0850
4950,0.0847,0.0950,1.0214
4960,0.0965,-0.0301,0.9637
4970,-0.0011,-0.0285,1.0783
4980,-0.0496,-0.0537,0.9376
4990,-0.0514,0.0726,1.0987
