Time_ms,Accel_X_G,Accel_Y_G,Accel_Z_G
830,0.0454,-0.0796,1.0680
840,0.0114,0.0817,1.0335
850,-0.0158,0.0398,0.9319
860,-0.0839,0.0375,0.9911
870,0.0267,0.0026,1.0058
880,0.0151,0.0322,1.0880
890,-0.0608,-0.0763,0.9875
900,-0.0369,0.0184,0.9534
910,0.0687,-0.0165,1.0257
920,-0.0291,-0.0632,0.9589
930,-0.0111,0.0837,1.0205
940,-0.0465,-0.0213,0.9197
950,0.0166,0.0201,1.0771
960,0.0900,-0.0752,1.0717
970,-0.0057,-0.0594,1.0653
980,-0.0256,-0.0061,1.0619
990,0.0493,-0.0713,0.9508
1000,0.0515,-0.0703,0.9380
1010,-0.0699,0.0215,1.0181
1020,-0.0036,0.0914,0.9238
1030,0.0590,-0.0685,0.9417
1040,0.0583,-0.0251,0.9554
1050,-0.0586,0.0797,1.0788
1060,0.0525,-0.0374,1.0672
1070,-0.0759,-0.0299,1.0777
1080,-0.0083,0.0565,0.9823
1090,0.0320,0.0555,0.9021
1100,-0.0066,-0.0522,1.0976
1110,-0.0563,-0.0651,1.0487
1120,0.0957,-0.0515,1.0846
1130,-0.0808,-0.0867,1.0801
1140,0.0367,-0.0743,1.0015
1150,0.0702,0.0639,1.0786
1160,-0.0597,-0.0625,1.0361
1170,-0.0070,0.0108,1.0508
1180,-0.0099,-0.0741,0.9543
1190,-0.0592,0.0704,1.0373
1200,0.0743,0.0643,1.0748
1210,0.0449,-0.0708,1.0380
1220,0.0830,-0.0819,1.0800
1230,0.0181,-0.0835,1.0362
1240,-0.0799,-0.0942,1.0234
1250,0.0648,-0.0627,1.0231
1260,0.0434,-0.0075,0.9351
1270,0.0580,-0.0093,0.9030
1280,-0.0180,0.0885,0.9437
1290,0.0730,0.0991,1.0840
1300,0.0328,0.0754,0.9917
1310,-0.0426,0.0109,0.9080
1320,-0.0413,-0.0731,1.0102
1330,0.0459,0.0407,0.9105
1340,0.0273,-0.0065,1.0843
1350,-0.0150,-0.0560,0.9303
1360,0.0682,0.0835,1.0753
1370,0.0958,0.0421,0.9829
1380,0.0181,0.0667,0.9100
1390,0.0361,-0.0810,1.0346
1400,-0.0131,-0.0483,0.9482
1410,-0.0485,-0.0696,0.9420
1420,0.0455,-0.0110,0.9317
1430,0.0827,-0.0455,1.0998
1440,0.0773,0.0133,0.9513
1450,0.0850,0.0046,0.9345
1460,0.0829,0.0465,0.9160
1470,0.0960,-0.0605,0.9272
1480,-0.0367,-0.0951,1.0220
1490,0.0150,-0.0260,1.0946
1500,2.0695,-0.0262,1.0690
1510,2.0695,0.0535,1.0199
1520,2.0695,0.0619,1.0232
1530,2.0695,-0.0862,1.0385
1540,2.0695,0.0658,1.0764
1550,2.0695,0.0720,1.0204
1560,2.0695,0.0773,1.0894
1570,2.0695,-0.0809,1.0661
1580,2.0695,0.0766,0.9978
1590,2.0695,-0.0645,1.0314
1600,2.0695,0.0331,1.0899
1610,2.0695,0.0344,0.9600
1620,2.0695,-0.0447,0.9364
1630,2.0695,0.0506,0.9823
1640,2.0695,-0.0199,1.0029
1650,2.0695,-0.0866,1.0279
1660,2.0695,0.0759,0.9263
1670,2.0695,0.0051,1.0212
1680,2.0695,0.0524,1.0801
1690,2.0695,-0.0534,0.9922
1700,2.0695,-0.0935,1.0161
1710,2.0695,-0.0154,1.0998
1720,2.0695,0.0328,1.0489
1730,2.0695,-0.0790,1.0806
1740,2.0695,-0.0141,1.0766
1750,2.0695,0.0027,1.0637
1760,2.0695,-0.0868,0.9580
1770,2.0695,0.0113,1.0229
1780,2.0695,0.0092,0.9176
1790,2.0695,-0.0117,1.0807
1800,2.0695,0.0561,0.9066
1810,2.0695,0.0522,1.0059
1820,2.0695,-0.0966,1.0580
1830,2.0695,0.0022,1.0564
1840,2.0695,-0.0628,1.0674
1850,2.0695,-0.0493,1.0328
1860,2.0695,-0.0186,0.9017
1870,2.0695,0.0280,1.0283
1880,2.0695,-0.0277,0.9583
1890,2.0695,-0.0846,0.9591
1900,2.0695,0.0599,1.0495
1910,2.0695,-0.0110,1.0447
1920,2.0695,0.0421,1.0263
1930,2.0695,-0.0126,1.0079
1940,2.0695,0.0297,1.0718
1950,2.0695,0.0013,0.9660
1960,2.0695,0.0576,0.9899
1970,2.0695,-0.0754,1.0449
1980,2.0695,0.0217,0.9606
1990,2.0695,-0.0754,1.0541
2000,2.0695,-0.0981,0.9921
2010,2.0695,0.0395,1.0916
2020,2.0695,-0.0996,0.9989
2030,2.0695,-0.0759,1.0987
2040,2.0695,-0.0988,0.9962
2050,2.0695,-0.0136,1.0603
2060,2.0695,0.0522,1.0437
2070,2.0695,-0.0390,0.9708
2080,2.0695,0.0339,0.9886
2090,2.0695,-0.0615,0.9887
2100,2.0695,-0.0578,1.0804
2110,2.0695,-0.0781,0.9013
2120,2.0695,-0.0529,1.0945
2130,2.0695,0.0161,0.9525
2140,2.0695,0.0662,0.9677
2150,2.0695,0.0418,1.0862
2160,2.0695,-0.0328,0.9451
2170,2.0695,0.0808,1.0848
2180,2.0695,-0.0670,0.9423
2190,2.0695,0.0500,1.0253
2200,2.0695,0.0780,0.9486
2210,2.0695,-0.0313,0.9433
2220,2.0695,0.0804,0.9529
2230,2.0695,0.0248,1.0826
2240,2.0695,-0.0671,0.9060
2250,2.0695,0.0345,1.0603
2260,2.0695,-0.0018,0.9012
2270,2.0695,0.0208,1.0122
2280,2.0695,-0.0901,0.9946
2290,2.0695,-0.0951,1.0842
2300,2.0695,-0.0950,0.9469
2310,2.0695,-0.0895,0.9488
2320,2.0695,0.0579,1.0687
2330,2.0695,0.0089,1.0460
2340,2.0695,-0.0302,0.9479
2350,2.0695,-0.0784,0.9282
2360,2.0695,-0.0745,0.9233
2370,2.0695,-0.0711,0.9064
2380,2.0695,-0.0643,0.9237
2390,2.0695,-0.0113,0.9902
2400,2.0695,0.0338,1.0395
2410,2.0695,-0.0626,1.0137
2420,2.0695,0.0946,1.0200
2430,2.0695,-0.0730,0.9970
2440,2.0695,0.0254,0.9062
2450,2.0695,0.0822,1.0523
2460,2.0695,0.0042,0.9362
2470,2.0695,0.0086,1.0398
2480,2.0695,0.0292,0.9251
2490,2.0695,0.0984,1.0861
2500,2.0695,0.0277,0.9591
2510,2.0695,-0.0587,0.9464
2520,2.0695,-0.0311,0.9166
2530,2.0695,0.0074,0.9595
2540,2.0695,-0.0066,0.9406
2550,2.0695,0.0707,1.0813
2560,2.0695,-0.0821,1.0023
2570,2.0695,-0.0570,1.0754
2580,2.0695,0.0435,1.0081
2590,2.0695,0.0233,0.9607
2600,2.0695,0.0615,0.9021
2610,2.0695,-0.0834,1.0849
2620,2.0695,-0.0541,0.9917
2630,2.0695,-0.0137,1.0386
2640,2.0695,0.0431,0.9395
2650,2.0695,-0.0966,1.0298
2660,2.0695,-0.0488,0.9775
2670,2.0695,-0.0343,0.9965
2680,2.0695,-0.0520,1.0329
2690,2.0695,-0.0786,1.0457
2700,2.0695,0.0991,1.0457
2710,2.0695,0.0793,1.0911
2720,2.0695,-0.0259,0.9384
2730,2.0695,0.0001,1.0673
2740,2.0695,0.0662,1.0710
2750,2.0695,-0.0735,1.0418
2760,2.0695,0.0991,1.0573
2770,2.0695,0.0369,1.0963
2780,2.0695,-0.0588,0.9846
2790,2.0695,0.0343,1.0723
2800,2.0695,0.0642,1.0841
2810,2.0695,0.0289,0.9899
2820,2.0695,-0.0195,0.9651
2830,2.0695,-0.0976,0.9048
2840,2.0695,-0.0201,1.0939
2850,2.0695,0.0980,0.9090
2860,2.0695,0.0880,1.0785
2870,2.0695,0.0938,0.9938
2880,2.0695,0.0269,1.0579
2890,2.0695,0.0310,0.9845
2900,2.0695,0.0739,0.9401
2910,2.0695,-0.0925,1.0145
2920,2.0695,0.0715,0.9275
2930,2.0695,0.0849,1.0049
2940,2.0695,-0.0923,1.0794
2950,2.0695,-0.0350,0.9134
2960,2.0695,-0.0236,0.9612
2970,2.0695,-0.0709,1.0644
2980,2.0695,0.0392,1.0278
2990,2.0695,0.0909,0.9494
3000,2.0695,0.0071,0.9984
3010,2.0695,-0.0164,0.9169
3020,2.0695,0.0760,0.9978
3030,2.0695,0.0240,0.9653
3040,2.0695,-0.0516,0.9510
3050,2.0695,0.0800,1.0264
3060,2.0695,-0.0855,1.0234
3070,2.0695,-0.0413,0.9647
3080,2.0695,0.0554,1.0244
3090,2.0695,-0.0476,1.0438
3100,2.0695,-0.0462,0.9486
3110,2.0695,0.0311,0.9406
3120,2.0695,-0.0883,0.9564
3130,2.0695,0.0787,1.0168
3140,2.0695,-0.0590,0.9564
3150,2.0695,-0.0953,0.9092
3160,2.0695,0.0262,1.0162
3170,2.0695,0.0799,0.9460
3180,2.0695,0.0769,1.0321
3190,2.0695,0.0206,1.0571
3200,2.0695,0.0779,0.9174
3210,2.0695,0.0219,1.0124
3220,2.0695,0.0626,0.9692
3230,2.0695,0.0828,1.0014
3240,2.0695,-0.0275,0.9072
3250,2.0695,-0.0790,0.9336
3260,2.0695,-0.0117,0.9129
3270,2.0695,-0.0171,1.0781
3280,2.0695,0.0365,0.9904
3290,2.0695,-0.0501,1.0815
3300,2.0695,0.0755,0.9102
3310,2.0695,-0.0653,1.0983
3320,2.0695,0.0807,1.0870
3330,2.0695,-0.0466,1.0410
3340,2.0695,-0.0110,1.0680
3350,2.0695,0.0327,0.9187
3360,2.0695,0.0023,1.0375
3370,2.0695,0.0360,1.0714
3380,2.0695,-0.0383,1.0463
3390,2.0695,0.0190,0.9007
3400,2.0695,0.0235,1.0418
3410,2.0695,0.0259,1.0591
3420,2.0695,0.0402,0.9304
3430,2.0695,0.0897,1.0766
3440,2.0695,0.0389,1.0205
3450,2.0695,-0.0323,0.9900
3460,2.0695,0.0316,1.0355
3470,2.0695,-0.0410,0.9654
3480,2.0695,0.0394,1.0046
3490,2.0695,0.0915,0.9565
3500,2.0695,-0.0407,0.9552
3510,2.0695,0.0143,1.0544
3520,2.0695,0.0385,1.0425
3530,2.0695,0.0482,0.9379
3540,2.0695,-0.0940,1.0576
3550,2.0695,-0.0589,1.0945
3560,2.0695,-0.0565,0.9087
3570,2.0695,0.0384,0.9325
3580,2.0695,-0.0141,1.0547
3590,2.0695,-0.0425,1.0297
3600,2.0695,-0.0534,0.9006
3610,2.0695,-0.0803,0.9661
3620,2.0695,-0.0684,0.9515
3630,2.0695,-0.0336,0.9336
3640,2.0695,-0.0286,1.0331
3650,2.0695,-0.0702,1.0160
3660,2.0695,-0.0163,0.9820
3670,2.0695,-0.0504,0.9684
3680,2.0695,-0.0616,1.0142
3690,2.0695,0.0984,0.9874
3700,2.0695,0.0567,0.9116
3710,2.0695,0.0312,0.9649
3720,2.0695,-0.0028,0.9758
3730,2.0695,-0.0488,1.0283
3740,2.0695,-0.0702,1.0971
3750,2.0695,0.0617,0.9694
3760,2.0695,-0.0822,0.9571
3770,2.0695,-0.0378,1.0884
3780,2.0695,0.0269,1.0197
3790,2.0695,-0.0481,0.9662
3800,2.0695,0.0839,1.0541
3810,2.0695,0.0080,0.9295
3820,2.0695,0.0498,1.0170
3830,2.0695,-0.0129,0.9797
3840,2.0695,0.0255,1.0023
3850,2.0695,-0.0255,0.9946
3860,2.0695,0.0241,0.9873
3870,2.0695,-0.0432,1.0671
3880,2.0695,-0.0355,0.9826
3890,2.0695,0.0650,0.9075
3900,2.0695,-0.0563,1.0224
3910,2.0695,0.0619,1.0232
3920,2.0695,-0.0731,0.9015
3930,2.0695,0.0438,0.9878
3940,2.0695,-0.0910,0.9520
3950,2.0695,0.0239,1.0557
3960,2.0695,0.0258,1.0208
3970,2.0695,0.0497,0.9735
3980,2.0695,-0.0238,1.0690
3990,2.0695,0.0910,1.0088
4000,2.0695,-0.0593,0.9780
4010,2.0695,-0.0374,1.0034
4020,2.0695,0.0686,1.0354
4030,2.0695,0.0098,0.9650
4040,2.0695,-0.0764,1.0840
4050,2.0695,0.0741,1.0269
4060,2.0695,-0.0968,0.9730
4070,2.0695,0.0470,0.9986
4080,2.0695,0.0117,0.9946
4090,2.0695,0.0932,0.9222
4100,2.0695,0.0054,1.0036
4110,2.0695,-0.0154,0.9075
4120,2.0695,-0.0367,0.9401
4130,2.0695,0.0641,1.0153
4140,2.0695,-0.0830,0.9465
4150,2.0695,0.0185,1.0950
4160,2.0695,0.0042,0.9014
4170,2.0695,-0.0722,0.9355
4180,2.0695,-0.0031,1.0438
4190,2.0695,-0.0864,1.0740
4200,2.0695,0.0911,1.0735
4210,2.0695,0.0574,1.0157
4220,2.0695,0.0557,0.9439
4230,2.0695,0.0826,1.0587
4240,2.0695,-0.0848,1.0815
4250,2.0695,0.0751,0.9067
4260,2.0695,0.0251,0.9870
4270,2.0695,-0.0969,1.0998
4280,2.0695,-0.0332,1.0553
4290,2.0695,-0.0294,1.0058
4300,2.0695,-0.0887,0.9550
4310,2.0695,0.0161,1.0410
4320,2.0695,-0.0849,0.9255
4330,2.0695,-0.0592,1.0040
4340,2.0695,-0.0134,0.9058
4350,2.0695,-0.0498,1.0649
4360,2.0695,0.0238,1.0229
4370,2.0695,0.0694,0.9686
4380,2.0695,-0.0643,0.9675
4390,2.0695,-0.0552,1.0376
4400,2.0695,0.0579,0.9115
4410,2.0695,0.0289,1.0314
4420,2.0695,0.0078,0.9366
4430,2.0695,0.0612,1.0082
4440,2.0695,0.0535,0.9678
4450,2.0695,0.0139,0.9123
4460,2.0695,-0.0453,1.0958
4470,2.0695,-0.0629,0.9989
4480,2.0695,0.0257,1.0454
4490,2.0695,0.0549,1.0714
4500,2.0695,-0.0073,0.9832
4510,2.0695,-0.0159,1.0984
4520,2.0695,0.0428,0.9419
4530,2.0695,-0.0216,0.9907
4540,2.0695,0.0833,1.0811
4550,2.0695,-0.0625,0.9871
4560,2.0695,0.0526,0.9805
4570,2.0695,-0.0442,1.0103
4580,2.0695,0.0745,0.9582
4590,2.0695,0.0205,0.9950
4600,2.0695,-0.0992,1.0541
4610,2.0695,-0.0005,0.9755
4620,2.0695,0.0746,1.0674
4630,2.0695,0.0475,0.9315
4640,2.0695,0.0777,0.9250
4650,2.0695,0.0521,1.0774
4660,2.0695,0.0213,1.0700
4670,2.0695,0.0084,1.0975
4680,2.0695,-0.0497,0.9182
4690,2.0695,0.0533,1.0740
4700,2.0695,-0.0149,0.9483
4710,2.0695,-0.0798,1.0288
4720,2.0695,0.0061,1.0240
4730,2.0695,-0.0981,1.0747
4740,2.0695,-0.0423,1.0465
4750,2.0695,-0.0649,0.9971
4760,2.0695,-0.0206,1.0969
4770,2.0695,0.0185,0.9952
4780,2.0695,0.0517,1.0660
4790,2.0695,0.0330,0.9744
4800,2.0695,0.0592,1.0691
4810,2.0695,0.0891,1.0315
4820,2.0695,-0.0614,0.9214
4830,2.0695,-0.0576,0.9337
4840,2.0695,0.0108,1.0128
4850,2.0695,0.0762,0.9263
4860,2.0695,0.0579,0.9124
4870,2.0695,0.0363,1.0213
4880,2.0695,0.0304,0.9387
4890,2.0695,0.0389,0.9597
4900,2.0695,0.0779,1.0766
4910,2.0695,0.0615,0.9475
4920,2.0695,-0.0985,0.9690
4930,2.0695,-0.0717,1.0958
4940,2.0695,-0.0738,0.9894
4950,2.0695,0.0786,1.0610
4960,2.0695,-0.0861,0.9348
4970,2.0695,-0.0869,0.9830
4980,2.0695,-0.0781,1.0079
4990,2.0695,-0.0708,0.9732
